,Original_Tweet,Sentiment,message
2782,"@minicnair @RahulGandhi How this incident is going to turn in favour of whom?  Wait and see.

No one is above Law. 

All those named by you who is supporting RaGa are all going to be trouble. This year 2023 is going to be a big transition point in Indian politics.",Positive,"@minicnair @RahulGandhi How this incident is going to turn in favour of whom?  Wait and see.

No one is above Law. 

All those named by you who is supporting RaGa are all going to be trouble. This year 2023 is going to be a big transition point in Indian politics."
2783,Shame Shame Shame @WSJ making every effort to manipulate Indian society. Indian politics by spreading fake news 🗞️ about #Hindu and doing the same here with other face agenda is same destroying indian society so your funders would benefit.,Negative,Shame Shame Shame @WSJ making every effort to manipulate Indian society. Indian politics by spreading fake news 🗞️ about #Hindu and doing the same here with other face agenda is same destroying indian society so your funders would benefit.
2784,@Nomadic_JR @Adithya_Tweets_ Haven't seen such cheap women in Indian politics. For money she will go to any extent.,Positive,@Nomadic_JR @Adithya_Tweets_ Haven't seen such cheap women in Indian politics. For money she will go to any extent.
2785,"@zahacktanvir If any group/religion/or parties likes you ,why they are not inviting you back to India?When you don’t like Indian politics, now you are free, you can live where ever you want other than India",Positive,"@zahacktanvir If any group/religion/or parties likes you ,why they are not inviting you back to India?When you don’t like Indian politics, now you are free, you can live where ever you want other than India"
2786,Surat Court's CONVICTION of Congress Dynast Rahul Gandhi welcome step &amp; timely reminder to All Motormouth Opposition politicians who indulged in 'Neech Politics' of reckless &amp; unrestrained abuse of Indian PM @narendramodi or political opponents.,Positive,Surat Court's CONVICTION of Congress Dynast Rahul Gandhi welcome step &amp; timely reminder to All Motormouth Opposition politicians who indulged in 'Neech Politics' of reckless &amp; unrestrained abuse of Indian PM @narendramodi or political opponents.
2787,"Will Rahul Gandhi have to vacate his lutyen's bungalow too?

Please, say yes. 🥺🥺🥺

Degandhisation of Indian politics is very important for rise of common man.",Positive,"Will Rahul Gandhi have to vacate his lutyen's bungalow too?

Please, say yes. 🥺🥺🥺

Degandhisation of Indian politics is very important for rise of common man."
2788,"Indian Politics in Uproar Over Opposition Leader Gandhi’s Arrest, by @asiasentinel https://t.co/GL3svZQVMP",Negative,"Indian Politics in Uproar Over Opposition Leader Gandhi’s Arrest, by @asiasentinel https://t.co/GL3svZQVMP"
2789,"@elmihiro Despite his grandfather's contribution to Indian history , his family migrated to the US. After all this time in US ,  still needs India to further  his politics. After Twitter censorship, democrat orchestrated Capitol atrack -? @RoKhanna has the gall to take a moral high ground.",Positive,"@elmihiro Despite his grandfather's contribution to Indian history , his family migrated to the US. After all this time in US ,  still needs India to further  his politics. After Twitter censorship, democrat orchestrated Capitol atrack -? @RoKhanna has the gall to take a moral high ground."
2790,"@RoKhanna @narendramodi Why is an American talking about Indian politics?
Stay in your lane, and mind your own business, khalistani.",Neutral,"@RoKhanna @narendramodi Why is an American talking about Indian politics?
Stay in your lane, and mind your own business, khalistani."
2791,"Disqualification will give a negative impact on the indian politics , Opposition parties should have their voice ..!",Negative,"Disqualification will give a negative impact on the indian politics , Opposition parties should have their voice ..!"
2792,Real Indian casteism is practiced in matrimonial matchmaking and not in politics.,Positive,Real Indian casteism is practiced in matrimonial matchmaking and not in politics.
2793,@ShashiTharoor @RahulGandhi Never expected a brilliant and intellectual points a finger to the Indian Judiciary and its purity and admirable Justice Delivery. It's unfortunate that Court's Judgements are used for politics covering the truth of judgments by misquoting as if it's the decision of Ruling Party,Positive,@ShashiTharoor @RahulGandhi Never expected a brilliant and intellectual points a finger to the Indian Judiciary and its purity and admirable Justice Delivery. It's unfortunate that Court's Judgements are used for politics covering the truth of judgments by misquoting as if it's the decision of Ruling Party
2794,Indian politics takes a turn......,Neutral,Indian politics takes a turn......
2795,the way this movie is passionate and supposed to be romantic but it doesn't put the passion in the romance is so interesting. think there are some things i couldnt understand re politics bc im not indian but the whole unity illusion is so so interesting the way this film isnt,Positive,the way this movie is passionate and supposed to be romantic but it doesn't put the passion in the romance is so interesting. think there are some things i couldnt understand re politics bc im not indian but the whole unity illusion is so so interesting the way this film isnt
2796,"@sahiblad @browngirlvin @TajinderBagga Raaj bina na dharm chale hai, dharm bina sab rale mile hai!

Akal Takht is the highest seat of politics, it is meant to be fortified. Poor Indian army lost thousands, came with tanks and helicopters to get a handful. See Math never mattered!",Negative,"@sahiblad @browngirlvin @TajinderBagga Raaj bina na dharm chale hai, dharm bina sab rale mile hai!

Akal Takht is the highest seat of politics, it is meant to be fortified. Poor Indian army lost thousands, came with tanks and helicopters to get a handful. See Math never mattered!"
2797,"Present Indian Politics
Because of the insecurity over a not so very competent politician 
The not so very competent politician is being turned into a main contender. 
Good going",Positive,"Present Indian Politics
Because of the insecurity over a not so very competent politician 
The not so very competent politician is being turned into a main contender. 
Good going"
2798,"@ANI Every Indian can see the rising stature of India in global politics. Under PM Modi, the country is making huge progress in every sector. Every Indian knows that at national level there is no leader like PM Modi. 2024 mein Modiji ka dobara PM ban na sunishchit hai!",Positive,"@ANI Every Indian can see the rising stature of India in global politics. Under PM Modi, the country is making huge progress in every sector. Every Indian knows that at national level there is no leader like PM Modi. 2024 mein Modiji ka dobara PM ban na sunishchit hai!"
2799,@ANI The most shameless creature in Indian Politics,Neutral,@ANI The most shameless creature in Indian Politics
2800,"'Scorched-Earth Politics': Indian MP Ousted, Sentenced to 2 Years Over Modi Insult https://t.co/cAiLaUZHK4 #India @IYC #protest",Neutral,"'Scorched-Earth Politics': Indian MP Ousted, Sentenced to 2 Years Over Modi Insult https://t.co/cAiLaUZHK4 #India @IYC #protest"
2801,@ArvindKejriwal is nothing but another lalu of Indian politics.,Neutral,@ArvindKejriwal is nothing but another lalu of Indian politics.
2802,@iamMrWarrior Politics? Didn't Pakistan start Kashmir league despite India saying no? Doesnt your Prime Minister tweet about Indian cricket?,Neutral,@iamMrWarrior Politics? Didn't Pakistan start Kashmir league despite India saying no? Doesnt your Prime Minister tweet about Indian cricket?
2803,@RoKhanna @legalloops @narendramodi Focus on your political career stop poking your fingure in Indian politics,Neutral,@RoKhanna @legalloops @narendramodi Focus on your political career stop poking your fingure in Indian politics
2804,@ArvindKejriwal Arvind: everybody knows your real colour.. you piggy back on Anna and curse congress to reach to Delhi power . But take my words the level of filthy politics you have started will be over in next 2 years. You are the biggest opportunist of Indian politics.,Negative,@ArvindKejriwal Arvind: everybody knows your real colour.. you piggy back on Anna and curse congress to reach to Delhi power . But take my words the level of filthy politics you have started will be over in next 2 years. You are the biggest opportunist of Indian politics.
2805,"@RoKhanna @narendramodi I wish you take care of legal immigration issues rather than talking about Indian Politics, It is a legal matter, court convicted him, where is the question of Gandhian principles!!!!",Positive,"@RoKhanna @narendramodi I wish you take care of legal immigration issues rather than talking about Indian Politics, It is a legal matter, court convicted him, where is the question of Gandhian principles!!!!"
2806,"@FazalAbbax Dude i have an expertise in indo-pak relations, with prime focus on Indian politics as my research topic. Hence i am talking about it more. 
Can you please just focus on your own twitter handle ? 
Thank you.",Neutral,"@FazalAbbax Dude i have an expertise in indo-pak relations, with prime focus on Indian politics as my research topic. Hence i am talking about it more. 
Can you please just focus on your own twitter handle ? 
Thank you."
2807,"Rahul Gandhi, the 'prince' of Indian politics who lost his parliament seat - Newsworldpress @ https://t.co/MZicu3liB3 https://t.co/RTBuyYxSet",Neutral,"Rahul Gandhi, the 'prince' of Indian politics who lost his parliament seat - Newsworldpress @ https://t.co/MZicu3liB3 https://t.co/RTBuyYxSet"
2808,@HarshGeorge1 @NotSooRanDomGuy @GovindKeshav9 @nanda_pradeip @AdyAl08 @nytimes @RahulGandhi Hmm technically Bjp formed in 80's but how can you forget Jansangh and RSS's active participation in Indian Politics ?,Negative,@HarshGeorge1 @NotSooRanDomGuy @GovindKeshav9 @nanda_pradeip @AdyAl08 @nytimes @RahulGandhi Hmm technically Bjp formed in 80's but how can you forget Jansangh and RSS's active participation in Indian Politics ?
